sp|A9BNJ1|ACPS_DELAS	K00997
tr|A9BWD6|A9BWD6_DELAS	K06915
tr|A9BWV0|A9BWV0_DELAS	K04082
tr|A9BX36|A9BX36_DELAS
tr|A9BX65|A9BX65_DELAS
tr|A9BXD1|A9BXD1_DELAS	K02665
tr|A9BXI2|A9BXI2_DELAS
tr|A9BYT1|A9BYT1_DELAS	K10763
tr|A9BYZ1|A9BYZ1_DELAS
tr|A9BZ95|A9BZ95_DELAS
tr|A9BZE8|A9BZE8_DELAS
tr|A9BZG6|A9BZG6_DELAS	K17214
tr|A9BZH8|A9BZH8_DELAS	K19295
tr|A9BZK8|A9BZK8_DELAS
tr|A9BZL0|A9BZL0_DELAS
tr|A9BZQ8|A9BZQ8_DELAS
tr|A9BZR0|A9BZR0_DELAS
tr|A9C0L8|A9C0L8_DELAS	K01990
tr|A9C0W2|A9C0W2_DELAS
tr|A9C106|A9C106_DELAS	K07062
tr|A9C1I7|A9C1I7_DELAS
tr|A9C250|A9C250_DELAS	K16074
tr|A9C2H3|A9C2H3_DELAS	K01008
tr|A9C2P6|A9C2P6_DELAS
tr|A9C2R3|A9C2R3_DELAS
tr|A9C325|A9C325_DELAS
tr|A9C3F1|A9C3F1_DELAS
tr|A9BLJ0|A9BLJ0_DELAS	K11893
tr|A9BLL2|A9BLL2_DELAS
tr|A9BLW2|A9BLW2_DELAS	K00219
tr|A9BMX5|A9BMX5_DELAS
tr|A9BNU8|A9BNU8_DELAS	K00384
tr|A9BQ14|A9BQ14_DELAS
tr|A9BQM2|A9BQM2_DELAS	K01999
tr|A9BRV6|A9BRV6_DELAS	K17322
tr|A9BSI9|A9BSI9_DELAS
tr|A9BSY5|A9BSY5_DELAS	K07497
tr|A9BTY1|A9BTY1_DELAS	K03594
tr|A9BUG9|A9BUG9_DELAS	K07507
tr|A9BUH1|A9BUH1_DELAS
tr|A9BUX7|A9BUX7_DELAS	K03926
tr|A9BV71|A9BV71_DELAS
tr|A9BV90|A9BV90_DELAS
tr|A9BVP5|A9BVP5_DELAS	K14540
tr|A9BVZ8|A9BVZ8_DELAS
tr|A9BWC7|A9BWC7_DELAS	K01644
tr|A9BWK1|A9BWK1_DELAS	K20455
tr|A9BXF0|A9BXF0_DELAS
tr|A9BXL8|A9BXL8_DELAS	K07047
tr|A9BXP4|A9BXP4_DELAS	K02459
tr|A9BXS1|A9BXS1_DELAS
tr|A9BY62|A9BY62_DELAS
tr|A9BYD8|A9BYD8_DELAS
tr|A9BYE8|A9BYE8_DELAS
tr|A9BYI1|A9BYI1_DELAS
tr|A9BYK2|A9BYK2_DELAS	K03774
tr|A9BYY7|A9BYY7_DELAS	K01662
tr|A9BZY9|A9BZY9_DELAS	K14267
tr|A9C076|A9C076_DELAS
tr|A9C1I4|A9C1I4_DELAS
tr|A9BLJ6|A9BLJ6_DELAS	K11901
tr|A9BP93|A9BP93_DELAS
tr|A9BS51|A9BS51_DELAS	K03321
tr|A9BUE7|A9BUE7_DELAS
tr|A9BUX8|A9BUX8_DELAS
tr|A9BVX8|A9BVX8_DELAS
tr|A9BW28|A9BW28_DELAS
tr|A9BMD2|A9BMD2_DELAS
tr|A9BMG6|A9BMG6_DELAS	K00128
tr|A9BMJ6|A9BMJ6_DELAS	K07636
tr|A9BP47|A9BP47_DELAS
tr|A9BPT3|A9BPT3_DELAS
tr|A9BQF8|A9BQF8_DELAS
tr|A9BQP5|A9BQP5_DELAS	K02509
tr|A9BQT3|A9BQT3_DELAS
tr|A9BRM8|A9BRM8_DELAS	K01091
tr|A9BRZ4|A9BRZ4_DELAS	K01992
tr|A9BS19|A9BS19_DELAS	K02057
tr|A9BSF2|A9BSF2_DELAS	K00864
tr|A9BSQ5|A9BSQ5_DELAS
tr|A9BU43|A9BU43_DELAS
tr|A9BV29|A9BV29_DELAS	K15357
tr|A9BWC3|A9BWC3_DELAS
tr|A9BWU1|A9BWU1_DELAS	K01807
tr|A9BWX4|A9BWX4_DELAS	K00281
tr|A9BX61|A9BX61_DELAS
tr|A9BX81|A9BX81_DELAS
tr|A9BXK6|A9BXK6_DELAS
tr|A9BXU3|A9BXU3_DELAS	K18146
tr|A9BY64|A9BY64_DELAS	K06911
tr|A9BYH6|A9BYH6_DELAS	K16088
tr|A9BYW3|A9BYW3_DELAS	K16264
tr|A9C1F1|A9C1F1_DELAS
tr|A9C1H7|A9C1H7_DELAS	K03088
tr|A9C1K8|A9C1K8_DELAS
tr|A9C237|A9C237_DELAS
tr|A9C342|A9C342_DELAS	K03406
tr|A9BLS1|A9BLS1_DELAS
tr|A9BQ37|A9BQ37_DELAS
tr|A9BTX6|A9BTX6_DELAS	K15726
tr|A9C1H6|A9C1H6_DELAS
tr|A9C2I8|A9C2I8_DELAS
tr|A9BLV9|A9BLV9_DELAS
tr|A9BMB6|A9BMB6_DELAS	K01740
tr|A9BME4|A9BME4_DELAS
tr|A9BNR1|A9BNR1_DELAS	K02204
tr|A9BNX3|A9BNX3_DELAS
tr|A9BNZ6|A9BNZ6_DELAS
tr|A9BPJ5|A9BPJ5_DELAS
tr|A9BQB7|A9BQB7_DELAS
tr|A9BQU4|A9BQU4_DELAS
tr|A9BQW0|A9BQW0_DELAS
tr|A9BQW8|A9BQW8_DELAS
tr|A9BSF6|A9BSF6_DELAS
tr|A9BSN6|A9BSN6_DELAS
tr|A9BT71|A9BT71_DELAS	K01055
tr|A9BTP6|A9BTP6_DELAS
tr|A9BTS6|A9BTS6_DELAS
tr|A9BU46|A9BU46_DELAS	K02053
tr|A9BUA4|A9BUA4_DELAS
tr|A9BV87|A9BV87_DELAS
tr|A9BVC2|A9BVC2_DELAS	K02058
tr|A9BVL7|A9BVL7_DELAS
tr|A9BVS3|A9BVS3_DELAS	K10001
tr|A9BX59|A9BX59_DELAS
tr|A9BXH0|A9BXH0_DELAS	K02051
tr|A9BXH5|A9BXH5_DELAS	K07303
tr|A9BY55|A9BY55_DELAS
tr|A9BYB5|A9BYB5_DELAS	K00505
tr|A9BYH2|A9BYH2_DELAS
tr|A9BYR7|A9BYR7_DELAS
tr|A9BYS9|A9BYS9_DELAS
tr|A9C118|A9C118_DELAS	K07165
tr|A9C2F3|A9C2F3_DELAS
tr|A9C2R4|A9C2R4_DELAS
tr|A9C3A6|A9C3A6_DELAS	K02047
tr|A9BSH6|A9BSH6_DELAS
tr|A9BW37|A9BW37_DELAS
tr|A9C023|A9C023_DELAS	K03711
tr|A9C1X0|A9C1X0_DELAS	K02001
tr|A9C265|A9C265_DELAS
tr|A9C2A5|A9C2A5_DELAS	K02334
tr|A9BLH3|A9BLH3_DELAS
tr|A9BLS2|A9BLS2_DELAS
tr|A9BLY7|A9BLY7_DELAS
tr|A9BM95|A9BM95_DELAS	K08303
tr|A9BMQ6|A9BMQ6_DELAS
tr|A9BN30|A9BN30_DELAS
tr|A9BN60|A9BN60_DELAS	K06925
tr|A9BNS2|A9BNS2_DELAS	K01724
tr|A9BNZ3|A9BNZ3_DELAS
tr|A9BP85|A9BP85_DELAS	K02338
tr|A9BPQ6|A9BPQ6_DELAS
tr|A9BPY1|A9BPY1_DELAS
tr|A9BQV5|A9BQV5_DELAS	K01999
tr|A9BS78|A9BS78_DELAS
tr|A9BSB6|A9BSB6_DELAS
tr|A9BT27|A9BT27_DELAS
tr|A9BTK4|A9BTK4_DELAS
tr|A9BWK3|A9BWK3_DELAS	K07448
tr|A9BX77|A9BX77_DELAS	K00013
tr|A9BYA0|A9BYA0_DELAS	K14165
tr|A9BYX6|A9BYX6_DELAS	K01719
tr|A9BZ28|A9BZ28_DELAS
tr|A9C005|A9C005_DELAS
tr|A9C042|A9C042_DELAS
tr|A9C0C3|A9C0C3_DELAS	K02298
tr|A9C101|A9C101_DELAS	K07006
tr|A9C187|A9C187_DELAS
tr|A9C1B8|A9C1B8_DELAS
tr|A9C1D9|A9C1D9_DELAS	K03316
tr|A9C1V6|A9C1V6_DELAS
tr|A9C233|A9C233_DELAS
tr|A9C2D2|A9C2D2_DELAS
tr|A9C2U1|A9C2U1_DELAS
tr|A9C313|A9C313_DELAS
tr|A9C319|A9C319_DELAS
tr|A9C344|A9C344_DELAS	K02051
tr|A9C3B4|A9C3B4_DELAS	K02073
tr|A9C3M7|A9C3M7_DELAS
tr|A9BLK8|A9BLK8_DELAS
tr|A9BLV0|A9BLV0_DELAS	K07290
tr|A9BM79|A9BM79_DELAS	K00457
tr|A9BMC2|A9BMC2_DELAS	K19157
tr|A9BMC3|A9BMC3_DELAS
tr|A9BMF0|A9BMF0_DELAS	K01653
tr|A9BML9|A9BML9_DELAS	K00748
tr|A9BMQ7|A9BMQ7_DELAS	K16088
tr|A9BN50|A9BN50_DELAS
tr|A9BP51|A9BP51_DELAS	K05815
tr|A9BPD3|A9BPD3_DELAS	K00817
tr|A9BPJ2|A9BPJ2_DELAS
tr|A9BPU0|A9BPU0_DELAS	K02116
tr|A9BQ15|A9BQ15_DELAS	K06929
tr|A9BRH1|A9BRH1_DELAS
tr|A9BRQ4|A9BRQ4_DELAS	K03789
tr|A9BS90|A9BS90_DELAS
tr|A9BSK3|A9BSK3_DELAS	K10001
tr|A9BSK9|A9BSK9_DELAS
tr|A9BSU1|A9BSU1_DELAS	K07278
tr|A9BTP2|A9BTP2_DELAS	K02000
tr|A9BTT2|A9BTT2_DELAS
tr|A9BUU7|A9BUU7_DELAS	K13931
tr|A9BV41|A9BV41_DELAS
tr|A9BVB0|A9BVB0_DELAS
tr|A9BX90|A9BX90_DELAS	K02028
tr|A9BXI4|A9BXI4_DELAS	K01474
tr|A9BYT7|A9BYT7_DELAS	K00523
tr|A9C048|A9C048_DELAS
tr|A9C0T0|A9C0T0_DELAS	K02030
tr|A9C0T7|A9C0T7_DELAS	K02028
tr|A9C0T9|A9C0T9_DELAS	K01760
tr|A9C2Y7|A9C2Y7_DELAS
tr|A9C1Y8|A9C1Y8_DELAS
tr|A9BQV1|A9BQV1_DELAS	K01997
tr|A9BRV8|A9BRV8_DELAS
tr|A9BSE6|A9BSE6_DELAS	K00525
tr|A9BUD0|A9BUD0_DELAS
tr|A9BW40|A9BW40_DELAS
tr|A9BW83|A9BW83_DELAS
tr|A9BWB1|A9BWB1_DELAS	K00382
tr|A9BWE6|A9BWE6_DELAS
tr|A9BWJ2|A9BWJ2_DELAS
tr|A9BWQ8|A9BWQ8_DELAS
tr|A9BWU8|A9BWU8_DELAS	K04755
tr|A9BZQ6|A9BZQ6_DELAS	K07165
tr|A9C0J2|A9C0J2_DELAS
tr|A9C296|A9C296_DELAS
tr|A9C2A1|A9C2A1_DELAS
tr|A9BLY6|A9BLY6_DELAS	K10125
tr|A9BN84|A9BN84_DELAS	K07112
tr|A9BNC6|A9BNC6_DELAS	K02655
tr|A9BPL3|A9BPL3_DELAS
tr|A9BPQ3|A9BPQ3_DELAS
tr|A9BRK1|A9BRK1_DELAS
tr|A9BRR4|A9BRR4_DELAS	K03338
tr|A9BRU6|A9BRU6_DELAS	K00286
tr|A9BRZ0|A9BRZ0_DELAS	K00925
tr|A9BS79|A9BS79_DELAS	K08304
tr|A9BTQ6|A9BTQ6_DELAS
tr|A9BVS7|A9BVS7_DELAS	K19221
tr|A9BW11|A9BW11_DELAS
tr|A9BX83|A9BX83_DELAS	K01990
tr|A9BXJ5|A9BXJ5_DELAS	K01601
tr|A9BXK5|A9BXK5_DELAS
tr|A9BXP0|A9BXP0_DELAS
tr|A9BYA2|A9BYA2_DELAS
tr|A9BYN6|A9BYN6_DELAS
tr|A9BYX3|A9BYX3_DELAS	K12262
tr|A9C0U2|A9C0U2_DELAS
tr|A9BLI2|A9BLI2_DELAS
tr|A9BM20|A9BM20_DELAS
tr|A9BMG3|A9BMG3_DELAS	K01507
tr|A9BMJ2|A9BMJ2_DELAS	K01647
tr|A9BMZ7|A9BMZ7_DELAS
tr|A9BP79|A9BP79_DELAS	K06923
tr|A9BPC3|A9BPC3_DELAS
tr|A9BQ07|A9BQ07_DELAS
tr|A9BQC7|A9BQC7_DELAS
tr|A9BR58|A9BR58_DELAS
tr|A9BRN0|A9BRN0_DELAS
tr|A9BTQ9|A9BTQ9_DELAS
tr|A9BU38|A9BU38_DELAS	K01130
tr|A9BUP8|A9BUP8_DELAS
tr|A9BVF7|A9BVF7_DELAS	K03924
tr|A9BWA2|A9BWA2_DELAS	K01042
tr|A9BX68|A9BX68_DELAS
tr|A9BXV3|A9BXV3_DELAS	K02016
tr|A9BZH3|A9BZH3_DELAS
tr|A9BZT5|A9BZT5_DELAS
tr|A9C033|A9C033_DELAS	K07396
tr|A9C150|A9C150_DELAS	K09701
tr|A9C288|A9C288_DELAS	K03641
tr|A9C2M9|A9C2M9_DELAS
tr|A9C3M4|A9C3M4_DELAS
tr|A9BPQ9|A9BPQ9_DELAS
tr|A9BLZ3|A9BLZ3_DELAS	K06955
tr|A9BNF7|A9BNF7_DELAS	K07175
tr|A9BNP3|A9BNP3_DELAS
tr|A9BP75|A9BP75_DELAS	K00859
tr|A9BRN1|A9BRN1_DELAS	K06989
tr|A9BSR6|A9BSR6_DELAS
tr|A9BTM0|A9BTM0_DELAS
tr|A9BUH6|A9BUH6_DELAS
tr|A9BUJ0|A9BUJ0_DELAS	K09921
tr|A9BV51|A9BV51_DELAS	K02651
tr|A9BXU9|A9BXU9_DELAS	K02234
tr|A9BYE4|A9BYE4_DELAS
tr|A9BZ44|A9BZ44_DELAS
tr|A9BZ77|A9BZ77_DELAS
tr|A9BZP7|A9BZP7_DELAS
tr|A9C0C4|A9C0C4_DELAS	K02299
tr|A9C0K3|A9C0K3_DELAS	K04100
tr|A9C1D4|A9C1D4_DELAS	K12972
tr|A9C338|A9C338_DELAS
tr|A9BND0|A9BND0_DELAS
tr|A9BQR2|A9BQR2_DELAS
tr|A9BQR8|A9BQR8_DELAS
tr|A9BR27|A9BR27_DELAS	K00324
tr|A9BR44|A9BR44_DELAS
tr|A9BSM5|A9BSM5_DELAS
tr|A9BU26|A9BU26_DELAS
tr|A9BW96|A9BW96_DELAS	K03088
tr|A9BWQ4|A9BWQ4_DELAS
tr|A9BXI0|A9BXI0_DELAS
tr|A9BYZ4|A9BYZ4_DELAS	K03520
tr|A9BLK6|A9BLK6_DELAS	K11895
tr|A9BMB7|A9BMB7_DELAS
tr|A9BNK1|A9BNK1_DELAS	K03088
tr|A9BNL1|A9BNL1_DELAS	K07056
tr|A9BNT7|A9BNT7_DELAS	K01998
tr|A9BQA9|A9BQA9_DELAS	K03565
tr|A9BQN9|A9BQN9_DELAS	K16234
tr|A9BRC5|A9BRC5_DELAS
tr|A9BSX3|A9BSX3_DELAS	K00648
tr|A9BT69|A9BT69_DELAS	K09882
tr|A9BTM6|A9BTM6_DELAS	K00383
tr|A9BTQ8|A9BTQ8_DELAS	K02004
tr|A9BUL5|A9BUL5_DELAS
tr|A9BVA9|A9BVA9_DELAS
tr|A9BVF0|A9BVF0_DELAS
tr|A9BVP2|A9BVP2_DELAS	K01919
tr|A9BW26|A9BW26_DELAS
tr|A9BXJ4|A9BXJ4_DELAS
tr|A9BY85|A9BY85_DELAS	K02825
tr|A9BYF1|A9BYF1_DELAS
tr|A9BYK6|A9BYK6_DELAS
tr|A9BZ18|A9BZ18_DELAS
tr|A9BZM0|A9BZM0_DELAS	K00788
tr|A9BZT8|A9BZT8_DELAS
tr|A9C0E8|A9C0E8_DELAS
tr|A9C0L4|A9C0L4_DELAS	K11904
tr|A9C1I3|A9C1I3_DELAS
tr|A9C1I8|A9C1I8_DELAS	K01999
tr|A9C2P8|A9C2P8_DELAS	K01690
tr|A9C333|A9C333_DELAS
tr|A9C343|A9C343_DELAS	K00059
tr|A9C3I0|A9C3I0_DELAS
tr|A9BLQ1|A9BLQ1_DELAS
tr|A9BLV1|A9BLV1_DELAS	K02019
tr|A9BM02|A9BM02_DELAS	K03286
tr|A9BM71|A9BM71_DELAS
tr|A9BN32|A9BN32_DELAS
tr|A9BNL0|A9BNL0_DELAS	K06287
tr|A9BP91|A9BP91_DELAS
tr|A9BPK4|A9BPK4_DELAS	K01455
tr|A9BPQ5|A9BPQ5_DELAS
tr|A9BRA0|A9BRA0_DELAS	K03744
tr|A9BRA6|A9BRA6_DELAS	K13771
tr|A9BS58|A9BS58_DELAS
tr|A9BSJ4|A9BSJ4_DELAS	K03862
tr|A9BSQ4|A9BSQ4_DELAS
tr|A9BT95|A9BT95_DELAS
tr|A9BTL7|A9BTL7_DELAS	K01685
tr|A9BTM5|A9BTM5_DELAS
tr|A9BV95|A9BV95_DELAS	K00042
tr|A9BVF3|A9BVF3_DELAS	K01999
tr|A9BVF4|A9BVF4_DELAS	K08305
tr|A9BVH7|A9BVH7_DELAS
tr|A9BVJ7|A9BVJ7_DELAS	K00242
tr|A9BW24|A9BW24_DELAS
tr|A9BWX9|A9BWX9_DELAS	K01998
tr|A9BXA5|A9BXA5_DELAS	K07001
tr|A9BXQ4|A9BXQ4_DELAS	K00799
tr|A9BZH2|A9BZH2_DELAS
tr|A9BZJ3|A9BZJ3_DELAS
tr|A9BZN8|A9BZN8_DELAS	K01999
tr|A9C047|A9C047_DELAS
tr|A9C080|A9C080_DELAS
tr|A9C0W4|A9C0W4_DELAS
tr|A9C117|A9C117_DELAS
tr|A9C2J9|A9C2J9_DELAS
tr|A9C2S1|A9C2S1_DELAS
tr|A9C2V8|A9C2V8_DELAS
tr|A9C329|A9C329_DELAS
tr|A9BM98|A9BM98_DELAS
tr|A9BN61|A9BN61_DELAS	K01448
tr|A9BNI9|A9BNI9_DELAS	K00850
tr|A9BNL5|A9BNL5_DELAS	K06179
tr|A9BP57|A9BP57_DELAS
tr|A9BPM6|A9BPM6_DELAS	K00128
tr|A9BQ71|A9BQ71_DELAS	K02411
tr|A9BRW0|A9BRW0_DELAS	K00111
tr|A9BS32|A9BS32_DELAS
tr|A9BS48|A9BS48_DELAS	K02611
tr|A9BSI6|A9BSI6_DELAS	K01999
tr|A9BVH3|A9BVH3_DELAS	K06140
tr|A9BVQ6|A9BVQ6_DELAS
tr|A9BVR1|A9BVR1_DELAS
tr|A9BY01|A9BY01_DELAS	K07043
tr|A9BYJ8|A9BYJ8_DELAS
tr|A9BYZ5|A9BYZ5_DELAS	K03519
tr|A9C132|A9C132_DELAS
tr|A9C1D1|A9C1D1_DELAS	K00074
tr|A9BNQ7|A9BNQ7_DELAS	K16267
tr|A9BR37|A9BR37_DELAS
tr|A9BWQ9|A9BWQ9_DELAS
tr|A9BYI6|A9BYI6_DELAS
tr|A9C1Z6|A9C1Z6_DELAS
tr|A9C2A9|A9C2A9_DELAS
tr|A9C2D5|A9C2D5_DELAS
tr|A9C2N5|A9C2N5_DELAS
tr|A9C2Q6|A9C2Q6_DELAS
tr|A9BQY5|A9BQY5_DELAS
tr|A9BN89|A9BN89_DELAS	K02004
tr|A9BLM0|A9BLM0_DELAS
tr|A9BML3|A9BML3_DELAS
tr|A9BMY2|A9BMY2_DELAS	K00375
tr|A9BN41|A9BN41_DELAS
tr|A9BNI7|A9BNI7_DELAS
tr|A9BNV2|A9BNV2_DELAS
tr|A9BNY7|A9BNY7_DELAS
tr|A9BPG4|A9BPG4_DELAS
tr|A9BQ33|A9BQ33_DELAS	K03413
tr|A9BQD5|A9BQD5_DELAS
tr|A9BRQ2|A9BRQ2_DELAS	K03284
tr|A9BS23|A9BS23_DELAS	K03435
tr|A9BT01|A9BT01_DELAS	K03760
tr|A9BUS4|A9BUS4_DELAS
tr|A9BVF8|A9BVF8_DELAS
tr|A9BVX5|A9BVX5_DELAS	K01770
tr|A9BX45|A9BX45_DELAS
tr|A9BY89|A9BY89_DELAS
tr|A9BYD6|A9BYD6_DELAS
tr|A9BZ65|A9BZ65_DELAS
tr|A9BZ80|A9BZ80_DELAS
tr|A9BZB6|A9BZB6_DELAS	K00995
tr|A9C035|A9C035_DELAS
tr|A9C057|A9C057_DELAS
tr|A9C088|A9C088_DELAS	K07240
tr|A9C0K0|A9C0K0_DELAS	K00457
tr|A9C116|A9C116_DELAS	K02229
tr|A9C123|A9C123_DELAS	K18295
tr|A9C167|A9C167_DELAS
tr|A9C2W2|A9C2W2_DELAS
tr|A9BLW1|A9BLW1_DELAS
tr|A9BR32|A9BR32_DELAS
tr|A9BT74|A9BT74_DELAS
tr|A9BUD1|A9BUD1_DELAS	K13639
tr|A9BWK4|A9BWK4_DELAS
tr|A9BX69|A9BX69_DELAS	K01792
tr|A9BY66|A9BY66_DELAS
tr|A9BY99|A9BY99_DELAS	K04771
tr|A9BZB2|A9BZB2_DELAS	K07749
tr|A9C1X3|A9C1X3_DELAS
tr|A9C235|A9C235_DELAS
tr|A9C266|A9C266_DELAS	K02014
tr|A9C280|A9C280_DELAS	K06980
tr|A9C2L5|A9C2L5_DELAS	K07729
tr|A9C2N0|A9C2N0_DELAS
tr|A9C2Y4|A9C2Y4_DELAS
tr|A9BMD3|A9BMD3_DELAS
tr|A9BMF1|A9BMF1_DELAS	K01652
tr|A9BMI1|A9BMI1_DELAS	K01069
tr|A9BMJ4|A9BMJ4_DELAS
tr|A9BPP3|A9BPP3_DELAS	K02065
tr|A9BQ32|A9BQ32_DELAS	K03414
tr|A9BRH7|A9BRH7_DELAS	K01796
tr|A9BRQ6|A9BRQ6_DELAS	K07259
tr|A9BUH2|A9BUH2_DELAS
tr|A9BUL4|A9BUL4_DELAS	K02495
tr|A9BUL8|A9BUL8_DELAS	K00014
tr|A9BX51|A9BX51_DELAS
tr|A9BXN0|A9BXN0_DELAS	K16137
tr|A9BZK7|A9BZK7_DELAS
tr|A9C017|A9C017_DELAS
tr|A9C095|A9C095_DELAS
tr|A9C0J5|A9C0J5_DELAS
tr|A9C0V1|A9C0V1_DELAS
tr|A9C133|A9C133_DELAS
tr|A9C1K3|A9C1K3_DELAS
tr|A9C336|A9C336_DELAS
tr|A9BLG7|A9BLG7_DELAS
tr|A9BLS4|A9BLS4_DELAS
tr|A9BN27|A9BN27_DELAS
tr|A9BNP2|A9BNP2_DELAS	K01426
tr|A9BSB9|A9BSB9_DELAS	K15727
tr|A9BSY0|A9BSY0_DELAS
tr|A9BT59|A9BT59_DELAS	K03307
tr|A9BTI1|A9BTI1_DELAS	K00640
tr|A9BTR0|A9BTR0_DELAS
tr|A9BU92|A9BU92_DELAS
tr|A9BUB3|A9BUB3_DELAS	K16088
tr|A9BVD3|A9BVD3_DELAS	K03699
tr|A9BVX7|A9BVX7_DELAS	K07659
tr|A9BZ98|A9BZ98_DELAS	K07112
tr|A9BZE2|A9BZE2_DELAS
tr|A9BZN3|A9BZN3_DELAS
tr|A9C055|A9C055_DELAS
tr|A9C0V5|A9C0V5_DELAS
tr|A9C126|A9C126_DELAS	K20455
tr|A9C2R5|A9C2R5_DELAS
tr|A9C2R6|A9C2R6_DELAS	K00681
tr|A9C2X3|A9C2X3_DELAS
tr|A9C339|A9C339_DELAS
tr|A9C3E7|A9C3E7_DELAS	K03215
tr|A9C3K5|A9C3K5_DELAS
tr|A9BLR8|A9BLR8_DELAS
tr|A9BM24|A9BM24_DELAS	K00763
tr|A9BQF6|A9BQF6_DELAS
tr|A9BRA5|A9BRA5_DELAS
tr|A9BRH3|A9BRH3_DELAS
tr|A9BRM9|A9BRM9_DELAS	K00797
tr|A9BS56|A9BS56_DELAS	K19746
tr|A9BT56|A9BT56_DELAS
tr|A9BW64|A9BW64_DELAS
tr|A9BWG2|A9BWG2_DELAS
tr|A9BWK0|A9BWK0_DELAS	K09788
tr|A9BWS1|A9BWS1_DELAS
tr|A9C058|A9C058_DELAS	K06001
tr|A9C2M5|A9C2M5_DELAS	K03446
tr|A9C3J7|A9C3J7_DELAS
tr|A9BQG0|A9BQG0_DELAS
tr|A9BQG3|A9BQG3_DELAS
tr|A9BR21|A9BR21_DELAS
tr|A9BS84|A9BS84_DELAS
tr|A9BUF2|A9BUF2_DELAS
tr|A9BV50|A9BV50_DELAS	K02278
tr|A9BVI1|A9BVI1_DELAS
tr|A9BVT7|A9BVT7_DELAS
tr|A9BW68|A9BW68_DELAS
tr|A9BWF5|A9BWF5_DELAS	K01255
tr|A9BWF7|A9BWF7_DELAS	K00058
tr|A9C0L1|A9C0L1_DELAS
tr|A9C261|A9C261_DELAS
tr|A9BM63|A9BM63_DELAS
tr|A9BSK4|A9BSK4_DELAS	K10003
tr|A9BTD8|A9BTD8_DELAS
tr|A9BM55|A9BM55_DELAS	K03749
tr|A9BP62|A9BP62_DELAS	K07390
tr|A9BQ18|A9BQ18_DELAS	K04084
tr|A9BQ58|A9BQ58_DELAS	K02393
tr|A9BQC0|A9BQC0_DELAS	K03169
tr|A9BS20|A9BS20_DELAS	K02057
tr|A9BTJ5|A9BTJ5_DELAS	K03406
tr|A9BTN9|A9BTN9_DELAS
tr|A9BV11|A9BV11_DELAS	K01935
tr|A9BVC4|A9BVC4_DELAS	K01494
tr|A9BVN0|A9BVN0_DELAS	K02839
tr|A9BVY4|A9BVY4_DELAS	K00657
tr|A9BVZ1|A9BVZ1_DELAS
tr|A9BWH8|A9BWH8_DELAS
tr|A9BXC9|A9BXC9_DELAS
tr|A9BXG9|A9BXG9_DELAS	K01740
tr|A9BXY9|A9BXY9_DELAS	K03457
tr|A9BYQ0|A9BYQ0_DELAS
tr|A9BZR7|A9BZR7_DELAS	K02041
tr|A9C027|A9C027_DELAS	K02014
tr|A9C064|A9C064_DELAS	K04487
tr|A9C0N1|A9C0N1_DELAS
tr|A9C0V3|A9C0V3_DELAS
tr|A9C0W0|A9C0W0_DELAS
tr|A9C161|A9C161_DELAS
tr|A9BMV5|A9BMV5_DELAS	K02656
tr|A9BQ76|A9BQ76_DELAS	K02416
tr|A9BR74|A9BR74_DELAS	K08365
tr|A9BRA7|A9BRA7_DELAS	K09943
tr|A9BRJ8|A9BRJ8_DELAS
tr|A9BSP6|A9BSP6_DELAS	K12972
tr|A9BVS8|A9BVS8_DELAS	K04719
tr|A9BYP7|A9BYP7_DELAS
tr|A9C0S6|A9C0S6_DELAS	K09935
tr|A9C2C6|A9C2C6_DELAS
tr|A9C380|A9C380_DELAS
tr|A9BLN1|A9BLN1_DELAS	K00666
tr|A9BM86|A9BM86_DELAS	K19166
tr|A9BMD1|A9BMD1_DELAS
tr|A9BMN0|A9BMN0_DELAS	K09903
tr|A9BMS5|A9BMS5_DELAS
tr|A9BNC2|A9BNC2_DELAS
tr|A9BNF2|A9BNF2_DELAS	K01733
tr|A9BP55|A9BP55_DELAS
tr|A9BQ46|A9BQ46_DELAS
tr|A9BQ59|A9BQ59_DELAS	K02392
tr|A9BQJ0|A9BQJ0_DELAS
tr|A9BRF7|A9BRF7_DELAS	K09774
tr|A9BRM5|A9BRM5_DELAS	K03406
tr|A9BSB7|A9BSB7_DELAS
tr|A9BSE9|A9BSE9_DELAS	K02443
tr|A9BSW5|A9BSW5_DELAS
tr|A9BT17|A9BT17_DELAS
tr|A9BT48|A9BT48_DELAS	K08987
tr|A9BT73|A9BT73_DELAS	K07152
tr|A9BU04|A9BU04_DELAS	K07687
tr|A9BU83|A9BU83_DELAS
tr|A9BUM5|A9BUM5_DELAS
tr|A9BUW6|A9BUW6_DELAS
tr|A9BVY7|A9BVY7_DELAS	K17723
tr|A9BW23|A9BW23_DELAS
tr|A9BWN7|A9BWN7_DELAS
tr|A9BWY1|A9BWY1_DELAS	K01996
tr|A9BX95|A9BX95_DELAS
tr|A9BY36|A9BY36_DELAS
tr|A9BY81|A9BY81_DELAS	K02487
tr|A9BY81|A9BY81_DELAS	K06596
tr|A9BY91|A9BY91_DELAS
tr|A9BZZ8|A9BZZ8_DELAS	K07497
tr|A9C029|A9C029_DELAS	K09005
tr|A9C0E2|A9C0E2_DELAS
tr|A9C0V7|A9C0V7_DELAS	K11717
tr|A9C1L9|A9C1L9_DELAS
tr|A9C238|A9C238_DELAS
